success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,plugin_version,time_elapsed,random_id,participant_id,condition_name,participant,rt,stimulus,response,phase,trial_number,species_key,human_n,species_n,optionA_label,optionB_label,swap,left_is,right_is,left_label,middle_label,right_label,choice_options,comparison_label,chosen_option,choice_kind,saved_human,saved_animal,human_chosen,task,question_order,file_name
NA,NA,NA,NA,NA,html-keyboard-response,49,2.0.0,93182,p1w5ffoodro,p1w5ffoodro,You,goose,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-button-response,50,2.0.0,98380,p1w5ffoodro,p1w5ffoodro,You,goose,5197,"On one boat there is <b>1 person</b> and the other boat there is <b>100 cats</b>.
                 Will <b>You</b> save...",0,main_choice,22,cat,1,100,1 person,100 cats,TRUE,B,A,100 cats,Can't decide,1 person,"[""100 cats"",""Can't decide"",""1 person""]",1 person vs 100 cats,100 cats,animal,0,1,0,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-keyboard-response,51,2.0.0,98881,p1w5ffoodro,p1w5ffoodro,You,goose,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-button-response,52,2.0.0,100964,p1w5ffoodro,p1w5ffoodro,You,goose,2080,"On one boat there is <b>100 people</b> and the other boat there is <b>10 bunnies</b>.
                 Will <b>You</b> save...",0,main_choice,23,bunny,100,10,100 people,10 bunnies,FALSE,A,B,100 people,Can't decide,10 bunnies,"[""100 people"",""Can't decide"",""10 bunnies""]",100 people vs 10 bunnies,100 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-keyboard-response,53,2.0.0,101467,p1w5ffoodro,p1w5ffoodro,You,goose,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-button-response,54,2.0.0,102731,p1w5ffoodro,p1w5ffoodro,You,goose,1260,"On one boat there is <b>100 people</b> and the other boat there is <b>10 cats</b>.
                 Will <b>You</b> save...",2,main_choice,24,cat,100,10,100 people,10 cats,TRUE,B,A,10 cats,Can't decide,100 people,"[""10 cats"",""Can't decide"",""100 people""]",100 people vs 10 cats,100 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-keyboard-response,55,2.0.0,103234,p1w5ffoodro,p1w5ffoodro,You,goose,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-button-response,56,2.0.0,104363,p1w5ffoodro,p1w5ffoodro,You,goose,1126,"On one boat there is <b>1 person</b> and the other boat there is <b>10 clams</b>.
                 Will <b>You</b> save...",0,main_choice,25,clam,1,10,1 person,10 clams,FALSE,A,B,1 person,Can't decide,10 clams,"[""1 person"",""Can't decide"",""10 clams""]",1 person vs 10 clams,1 person,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-keyboard-response,57,2.0.0,104865,p1w5ffoodro,p1w5ffoodro,You,goose,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-button-response,58,2.0.0,105664,p1w5ffoodro,p1w5ffoodro,You,goose,798,"On one boat there is <b>100 people</b> and the other boat there is <b>10 pigeons</b>.
                 Will <b>You</b> save...",2,main_choice,26,pigeon,100,10,100 people,10 pigeons,TRUE,B,A,10 pigeons,Can't decide,100 people,"[""10 pigeons"",""Can't decide"",""100 people""]",100 people vs 10 pigeons,100 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-keyboard-response,59,2.0.0,106167,p1w5ffoodro,p1w5ffoodro,You,goose,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-button-response,60,2.0.0,107598,p1w5ffoodro,p1w5ffoodro,You,goose,1428,"On one boat there is <b>1 person</b> and the other boat there is <b>1 pigeon</b>.
                 Will <b>You</b> save...",2,main_choice,27,pigeon,1,1,1 person,1 pigeon,TRUE,B,A,1 pigeon,Can't decide,1 person,"[""1 pigeon"",""Can't decide"",""1 person""]",1 person vs 1 pigeon,1 person,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-keyboard-response,61,2.0.0,108101,p1w5ffoodro,p1w5ffoodro,You,goose,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-button-response,62,2.0.0,109248,p1w5ffoodro,p1w5ffoodro,You,goose,1144,"On one boat there is <b>100 people</b> and the other boat there is <b>10 pigs</b>.
                 Will <b>You</b> save...",2,main_choice,28,pig,100,10,100 people,10 pigs,TRUE,B,A,10 pigs,Can't decide,100 people,"[""10 pigs"",""Can't decide"",""100 people""]",100 people vs 10 pigs,100 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-keyboard-response,63,2.0.0,109751,p1w5ffoodro,p1w5ffoodro,You,goose,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-button-response,64,2.0.0,110831,p1w5ffoodro,p1w5ffoodro,You,goose,1076,"On one boat there is <b>1 person</b> and the other boat there is <b>10 dogs</b>.
                 Will <b>You</b> save...",2,main_choice,29,dog,1,10,1 person,10 dogs,TRUE,B,A,10 dogs,Can't decide,1 person,"[""10 dogs"",""Can't decide"",""1 person""]",1 person vs 10 dogs,1 person,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-keyboard-response,65,2.0.0,111334,p1w5ffoodro,p1w5ffoodro,You,goose,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-button-response,66,2.0.0,112464,p1w5ffoodro,p1w5ffoodro,You,goose,1127,"On one boat there is <b>1 person</b> and the other boat there is <b>1 bunny</b>.
                 Will <b>You</b> save...",0,main_choice,30,bunny,1,1,1 person,1 bunny,FALSE,A,B,1 person,Can't decide,1 bunny,"[""1 person"",""Can't decide"",""1 bunny""]",1 person vs 1 bunny,1 person,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-keyboard-response,67,2.0.0,112967,p1w5ffoodro,p1w5ffoodro,You,goose,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-button-response,68,2.0.0,114698,p1w5ffoodro,p1w5ffoodro,You,goose,1729,"On one boat there is <b>10 people</b> and the other boat there is <b>100 dogs</b>.
                 Will <b>You</b> save...",0,main_choice,31,dog,10,100,10 people,100 dogs,TRUE,B,A,100 dogs,Can't decide,10 people,"[""100 dogs"",""Can't decide"",""10 people""]",10 people vs 100 dogs,100 dogs,animal,0,1,0,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-keyboard-response,69,2.0.0,115200,p1w5ffoodro,p1w5ffoodro,You,goose,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-button-response,70,2.0.0,116682,p1w5ffoodro,p1w5ffoodro,You,goose,1478,"On one boat there is <b>10 people</b> and the other boat there is <b>100 cats</b>.
                 Will <b>You</b> save...",2,main_choice,32,cat,10,100,10 people,100 cats,FALSE,A,B,10 people,Can't decide,100 cats,"[""10 people"",""Can't decide"",""100 cats""]",10 people vs 100 cats,100 cats,animal,0,1,0,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-keyboard-response,71,2.0.0,117185,p1w5ffoodro,p1w5ffoodro,You,goose,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-button-response,72,2.0.0,118414,p1w5ffoodro,p1w5ffoodro,You,goose,1225,"On one boat there is <b>1 person</b> and the other boat there is <b>100 bunnies</b>.
                 Will <b>You</b> save...",0,main_choice,33,bunny,1,100,1 person,100 bunnies,FALSE,A,B,1 person,Can't decide,100 bunnies,"[""1 person"",""Can't decide"",""100 bunnies""]",1 person vs 100 bunnies,1 person,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-keyboard-response,73,2.0.0,118917,p1w5ffoodro,p1w5ffoodro,You,goose,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-button-response,74,2.0.0,120647,p1w5ffoodro,p1w5ffoodro,You,goose,1729,"On one boat there is <b>100 people</b> and the other boat there is <b>1 cat</b>.
                 Will <b>You</b> save...",0,main_choice,34,cat,100,1,100 people,1 cat,FALSE,A,B,100 people,Can't decide,1 cat,"[""100 people"",""Can't decide"",""1 cat""]",100 people vs 1 cat,100 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-keyboard-response,75,2.0.0,121149,p1w5ffoodro,p1w5ffoodro,You,goose,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-button-response,76,2.0.0,122196,p1w5ffoodro,p1w5ffoodro,You,goose,1044,"On one boat there is <b>100 people</b> and the other boat there is <b>10 clams</b>.
                 Will <b>You</b> save...",2,main_choice,35,clam,100,10,100 people,10 clams,TRUE,B,A,10 clams,Can't decide,100 people,"[""10 clams"",""Can't decide"",""100 people""]",100 people vs 10 clams,100 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-keyboard-response,77,2.0.0,122699,p1w5ffoodro,p1w5ffoodro,You,goose,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-button-response,78,2.0.0,124231,p1w5ffoodro,p1w5ffoodro,You,goose,1529,"On one boat there is <b>1 person</b> and the other boat there is <b>100 pigs</b>.
                 Will <b>You</b> save...",2,main_choice,36,pig,1,100,1 person,100 pigs,TRUE,B,A,100 pigs,Can't decide,1 person,"[""100 pigs"",""Can't decide"",""1 person""]",1 person vs 100 pigs,1 person,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-keyboard-response,79,2.0.0,124734,p1w5ffoodro,p1w5ffoodro,You,goose,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-button-response,80,2.0.0,126663,p1w5ffoodro,p1w5ffoodro,You,goose,1927,"On one boat there is <b>10 people</b> and the other boat there is <b>100 bunnies</b>.
                 Will <b>You</b> save...",0,main_choice,37,bunny,10,100,10 people,100 bunnies,FALSE,A,B,10 people,Can't decide,100 bunnies,"[""10 people"",""Can't decide"",""100 bunnies""]",10 people vs 100 bunnies,10 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-keyboard-response,81,2.0.0,127165,p1w5ffoodro,p1w5ffoodro,You,goose,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-button-response,82,2.0.0,128063,p1w5ffoodro,p1w5ffoodro,You,goose,895,"On one boat there is <b>10 people</b> and the other boat there is <b>1 pig</b>.
                 Will <b>You</b> save...",0,main_choice,38,pig,10,1,10 people,1 pig,FALSE,A,B,10 people,Can't decide,1 pig,"[""10 people"",""Can't decide"",""1 pig""]",10 people vs 1 pig,10 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-keyboard-response,83,2.0.0,128564,p1w5ffoodro,p1w5ffoodro,You,goose,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-button-response,84,2.0.0,129830,p1w5ffoodro,p1w5ffoodro,You,goose,1265,"On one boat there is <b>1 person</b> and the other boat there is <b>100 dogs</b>.
                 Will <b>You</b> save...",0,main_choice,39,dog,1,100,1 person,100 dogs,TRUE,B,A,100 dogs,Can't decide,1 person,"[""100 dogs"",""Can't decide"",""1 person""]",1 person vs 100 dogs,100 dogs,animal,0,1,0,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-keyboard-response,85,2.0.0,130332,p1w5ffoodro,p1w5ffoodro,You,goose,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-button-response,86,2.0.0,131263,p1w5ffoodro,p1w5ffoodro,You,goose,930,"On one boat there is <b>1 person</b> and the other boat there is <b>10 bunnies</b>.
                 Will <b>You</b> save...",2,main_choice,40,bunny,1,10,1 person,10 bunnies,TRUE,B,A,10 bunnies,Can't decide,1 person,"[""10 bunnies"",""Can't decide"",""1 person""]",1 person vs 10 bunnies,1 person,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-keyboard-response,87,2.0.0,131765,p1w5ffoodro,p1w5ffoodro,You,goose,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-button-response,88,2.0.0,133181,p1w5ffoodro,p1w5ffoodro,You,goose,1413,"On one boat there is <b>10 people</b> and the other boat there is <b>100 pigeons</b>.
                 Will <b>You</b> save...",2,main_choice,41,pigeon,10,100,10 people,100 pigeons,TRUE,B,A,100 pigeons,Can't decide,10 people,"[""100 pigeons"",""Can't decide"",""10 people""]",10 people vs 100 pigeons,10 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,html-keyboard-response,89,2.0.0,133683,p1w5ffoodro,p1w5ffoodro,You,goose,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,survey-likert,90,2.0.0,147585,p1w5ffoodro,p1w5ffoodro,You,goose,13895,NA,"{""smart_person"":2,""smart_dog"":3,""smart_pig"":0}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,capacity_smart,"[0,1,2]",/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,survey-likert,91,2.0.0,155802,p1w5ffoodro,p1w5ffoodro,You,goose,8207,NA,"{""pain_person"":3,""pain_dog"":3,""pain_pig"":3}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,capacity_pain,"[0,1,2]",/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,survey-likert,92,2.0.0,162815,p1w5ffoodro,p1w5ffoodro,You,goose,7000,NA,"{""emotion_person"":3,""emotion_dog"":3,""emotion_pig"":1}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,capacity_emotion,"[0,1,2]",/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,survey-text,93,2.0.0,191108,p1w5ffoodro,p1w5ffoodro,You,goose,28256,NA,"{""Q0"":""something like the trolley problem, asking abour morality""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hypothesis_check,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,survey-likert,94,2.0.0,196631,p1w5ffoodro,p1w5ffoodro,You,goose,5521,NA,"{""Q0"":1}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,difficulty_rating,[0],/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,survey-text,95,2.0.0,208515,p1w5ffoodro,p1w5ffoodro,You,goose,11865,NA,"{""Q0"":""no issues""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,technical_check,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
NA,NA,NA,NA,NA,survey-multi-choice,96,2.0.0,221334,p1w5ffoodro,p1w5ffoodro,You,goose,12810,NA,"{""age_bracket"":""18 to 24"",""gender"":""Male"",""english_proficiency"":""Fluent"",""pet_ownership"":""Yes"",""diet"":""Omnivore""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,demographics,"[0,1,2,3,4]",/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p1w5ffoodro_1772141009154.csv
TRUE,FALSE,[],[],[],preload,0,2.0.0,3164,p2hvktg9aaq,p2hvktg9aaq,You,deer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p2hvktg9aaq_1772139518886.csv
NA,NA,NA,NA,NA,html-keyboard-response,1,2.0.0,14163,p2hvktg9aaq,p2hvktg9aaq,You,deer,10996,Welcome to the experiment. Press any key to begin.,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p2hvktg9aaq_1772139518886.csv
NA,NA,NA,NA,NA,survey-text,2,2.0.0,22869,p2hvktg9aaq,p2hvktg9aaq,You,deer,8703,NA,"{""participant_id"":""deer""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p2hvktg9aaq_1772139518886.csv
TRUE,NA,NA,NA,NA,fullscreen,3,2.0.0,27278,p2hvktg9aaq,p2hvktg9aaq,You,deer,3404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p2hvktg9aaq_1772139518886.csv
NA,NA,NA,NA,NA,html-keyboard-response,4,2.0.0,34150,p2hvktg9aaq,p2hvktg9aaq,You,deer,6870,"<p>You will be asked you some moral questions in which you have to make
                choices. These questions can be hard to decide. There is no right or wrong
                answer - choose whatever you personally think is right. Please
                carefully consider each question.</p>
                <p>Press any key to begin.</p>",j,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p2hvktg9aaq_1772139518886.csv
NA,NA,NA,NA,NA,html-keyboard-response,5,2.0.0,56636,p2hvktg9aaq,p2hvktg9aaq,You,deer,22483,"
      <p>
        Imagine a situation involving two boats, one with humans and one with animals. Both of these boats are sinking.
        Unfortunately, the species on either of these boats are unable to swim. However, You can
        choose one boat to save. Once You chooses a boat, the people or animals on that boat will
        be safe, but the people or animals on the other boat will not survive.
      </p>

      <div style=""display: flex; justify-content: center; align-items: center; gap: 40px; margin-top: 30px;"">
        <img src=""stimuli/boat.png"" style=""width:150px;"">
        <img src=""stimuli/cant decide.png"" style=""width:150px;"">
        <img src=""stimuli/boat.png"" style=""width:150px;"">
      </div>
",n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p2hvktg9aaq_1772139518886.csv
NA,NA,NA,NA,NA,html-button-response,6,2.0.0,61994,p2hvktg9aaq,p2hvktg9aaq,You,deer,5351,"On one boat there is <b>10 people</b> and the other boat there is <b>100 clams</b>.
                 Will <b>You</b> save...",0,main_choice,0,clam,10,100,10 people,100 clams,FALSE,A,B,10 people,Can't decide,100 clams,"[""10 people"",""Can't decide"",""100 clams""]",10 people vs 100 clams,10 people,human,1,0,1,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p2hvktg9aaq_1772139518886.csv
NA,NA,NA,NA,NA,html-keyboard-response,7,2.0.0,62497,p2hvktg9aaq,p2hvktg9aaq,You,deer,null,"<div style=""font-size:40px; opacity:0.6;"">+</div>",null,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,iti,NA,/Users/martincz/GitHub/COGS119/group_wi26_species_choices/analysis/../data/raw_data/p2hvktg9aaq_1772139518886.csv
